039fc07a8d72906ceccfc70406bd90e2,Eukaryota	Metazoa	Lophotrochozoa	Rotifera	Bdelloidea,99.19	123	90.02
046171b9e28c5e22546d52b5254bae4b,Eukaryota	Metazoa,98.08	52	89.65
06002f7523e7d676ad1913fcca714c5d,Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae,100	117	70.13
0629736f2e25a2f23f624fcbfb32ba4d,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,94.96	119	70.49
06a38157edb59e246a402279a306fe50,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida,100	117	90.33
06cad73d2e12897a56c350ed23865dff,Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas,100	66	72.56
0ece326f1521639017778042995337bb,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,99.23	91	71.89
120cf3073bd0a23a63883f36259a616b,Eukaryota	Rhizaria	Foraminifera,100	61	90.68
26625c44f5709ff60630942c81736eba,Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas noctigama,96.58	117	89.12
287abe2836e8990ca0094a5179d975ac,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea	Cyrtophoria,96.55	58	70.78
2b45f5ea82fc63b5e9335eafa5f5cf6a,Eukaryota	Alveolata	Dinophyceae,100	61	90.38
2ccf886ae1740a646be91588bb5dcff2,Eukaryota	Metazoa,94.34	53	88.78
3ed8539fce8d5d134f003e655de569b7,Eukaryota,98.32	119	89.59
408cfdd7bca18d92dbb19ff5fce3cb57,Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas,100	66	72.56
42188da03ed0fcbe51f9178bc496c0d4,Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes,89.08	119	88.23
4278d4d71e8e47a5e808ff2106bf7b1a,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,99.23	91	71.89
4828b6a447373cfe596b2a9e927a4e4a,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Scolecitrichidae	Scaphocalanus	Scaphocalanus magnus,99.15	117	90.87
4d9318133527d3398905b9c07636afaf,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peritrichia,100	92	88.89
532111bd06273edcc01854a2270671f3,Eukaryota	Rhizaria	Cercozoa	Vampyrellida	Vampyrellidae,95.88	97	70.26
5d4066dca39990ba8ac8876131242256,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae	Physonectae,97.48	119	71.27
69fbfaac160e94c840a27ec135cd863e,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,99.16	119	89.90
784f031f4057976cfaed131c24494bac,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Oligotrichia	Strombidiidae,98.2	111	89.55
7ea2c21f22cb9d661fe42df7e20bec49,Eukaryota	Metazoa,99.15	117	89.45
830fdef6e741ff333d4dbb60116df576,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,99.16	119	90.28
83de5a7c53591b40049a3fc39bb708c1,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,91.89	74	86.78
83fcdbe8c2f86759e06fca0a8d86aa5b,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae	Physonectae,97.48	119	71.27
853543180934e530e60a056b24f10ce1,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	119	90.35
8a7aba2c11576fb861f2ecd4e59237dc,Eukaryota	Rhizaria	Polycystinea	Nassellaria,98.41	63	86.98
8f26d322aa5017d44b65b23ead71bcbf,Eukaryota,93.5	123	86.11
906fa622227c230330a4d4e96d6e944a,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	119	90.35
97bf889945f24acf5d70436c5800188f,Eukaryota	Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosirales	Cymatosiraceae,98.31	118	71.41
9955e75b15bb2fd5ea4cdb3af187eb47,Eukaryota	Stramenopiles,95.16	62	88.21
9cdc64f105c7bca4092bcbe9d60554d7,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Peracarida	Mysidacea	Mysida	Mysidae	Mysinae	Erythropini,97.56	123	89.75
a2b5465ff6079232c2a56a855e4acf00,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Metridinidae	Pleuromamma,100	117	73.03
a76a44a4f8882a1b04400aa58008e366,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Scolecitrichidae	Scolecithricella	Scolecithricella longispinosa,97.44	117	89.98
acefe3b9b969d1ed866e455cdfae6b78,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,98.32	119	89.54
b18e194d44b1732d224daf19ba08b69c,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Metridinidae	Pleuromamma,100	117	73.03
b4902ffd0af5d459b065d0f65528d9ac,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	119	90.35
b497273a1033bf8f41da5e2e2da68c4f,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida,100	117	90.33
b4b8fdd0c998b5fe8338fdfdc606b675,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,97.48	119	89.18
b837e71dd0457ef184c59ec0e82a593a,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,98.32	119	89.34
bc9a786d5f8d9d53418266a0cf194ebf,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Scolecitrichidae	Scaphocalanus	Scaphocalanus magnus,99.15	117	90.87
bdb65b42029f5e48b309fef9aedf00b1,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae	Physonectae,97.48	119	71.27
c046241529ba91170bf5cdf3130487f2,Eukaryota	Euglenozoa	Euglenida	Euglenales	Euglenaceae	Trachelomonas,91.35	104	88.38
c19bbb35df6a1bc1339f3085a7daa92a,Eukaryota,92.31	117	88.78
c3e5280a54000d3b95e8a115515ff4b8,Eukaryota	Stramenopiles,95.16	62	88.21
c5e9c73311264a5d35a9a568051fdfb9,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,91.89	74	86.78
c946189d27a4c1fa8f182ddd11a826ad,Eukaryota	Stramenopiles	Chrysophyceae,95.73	117	70.30
cfbac85339417057b5c4a2afab876fe1,Eukaryota	Stramenopiles	Bacillariophyta,98.25	57	88.36
d2bcd4ec5ea72f4078ecef96cbeabf5b,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Pleurostomatida,100	94	89.85
dd0dd5d0801d2cd824500e8077dd3bd3,Eukaryota	Stramenopiles	Chrysophyceae,91.45	117	86.85
f37c9fc23e90d5540c447a4281dbccdd,Eukaryota	Alveolata	Dinophyceae,100	61	90.38
f50e7da9c49ab63dfb80c41a711e4823,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peritrichia,100	92	88.89
f75d4c0ec9bb95209132539681a8b481,Eukaryota	Viridiplantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis,95.41	109	87.89
fae478fd9325d8c84372c8320fe1bec8,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Scolecitrichidae	Scolecithricella	Scolecithricella longispinosa,97.44	117	89.98
fed9b66ace939a0c38fc385b279b7a6c,Eukaryota	Metazoa	Chordata	Tunicata	Appendicularia	Oikopleuridae,90.98	122	86.42
