028974bda8f366bf0be8b739bc9bb169,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	316	93.11
028f9844eac180eee647c27cd6884615,Eukaryota	Metazoa	Lophotrochozoa	Annelida	Clitellata	Oligochaeta	Haplotaxida	Lumbricina	Aeolosomatidae,100	252	73.99
059f3e93f5587e84da7f2117538ba6bc,Eukaryota	Metazoa	Platyhelminthes	Catenulida	Stenostomidae	Stenostomum,99.61	254	91.40
06ae0871231e2e4d50f8bfdc61638f25,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	314	93.09
16d8a9bce66b31c870dd846b823e2a89,Eukaryota	Metazoa	Cnidaria	Scyphozoa,99.6	251	91.91
27895abcbf63a37e594a213d846ed88d,Eukaryota	Metazoa	Chordata	Tunicata	Thaliacea	Salpida	Salpidae,100	251	91.91
284273c3e7626cbeef445a2ea09919da,Eukaryota,97.06	204	90.48
2d03a605940bf4b6d5e8cc61f1b8af1a,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,99.32	225	91.22
2dae59b808b340d6c872132dc847cd1d,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,97.56	203	90.72
31ce3213d1870e7d8e2af70ec1ce68ac,Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes,99.21	252	92.10
33cf0a960989ba7877fae4b2491b417b,Eukaryota	Viridiplantae	Streptophyta	Embryophyta	Tracheophyta	Spermatophyta	Magnoliophyta	eudicotyledons	Gunneridae	Pentapetalae	rosids	fabids	Cucurbitales	Cucurbitaceae	Benincaseae,99.21	252	73.78
38e4ef38315d826dd38299b5d77611c2,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,99.10	140	90.84
396a1fc03bdf4d3aa4069dc7c270639f,Eukaryota	Alveolata,94.82	251	89.40
3c8db8f4c8d20ead45f77952e0b8dae7,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae	Physonectae,99.07	204	73.10
46cef90ef50f66fcdf40d5f2462f8d01,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Eucalanidae,99.1	223	73.52
48ff82f07582885f1f7597ac71e0df32,Eukaryota	Alveolata,99.19	248	90.50
54a2bee6b8b0eb3aeb7802d859c5664e,Eukaryota	Metazoa	Chordata	Tunicata	Thaliacea	Salpida	Salpidae,100	251	91.91
5ac25e92dc3cfea6a4a96b3f72f99d32,Eukaryota	Viridiplantae	Streptophyta	Embryophyta	Tracheophyta	Spermatophyta	Magnoliophyta	eudicotyledons	Gunneridae	Pentapetalae	rosids,97.65	213	91.49
61f2df1c0bc536556e8d75b70e9a250a,Eukaryota	Alveolata,87.3	189	85.66
67e7e7b3edcf78d5267b8d355a80d66a,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae	Physonectae,97.43	217	72.55
68c477dd259b92202742048204b1777f,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,99.1	139	90.82
6f3393895959da5d0c6cbf3ae1fa6fe7,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,90.71	140	86.14
7bd2dacf777cbf8fb44d1c6f7c46d1c2,Eukaryota	Metazoa	Lophotrochozoa	Rotifera	Monogononta	Ploimida,99.21	252	92.14
7d242316ffb324b961e5c49e3a9f9229,Eukaryota	Metazoa	Cnidaria	Scyphozoa,99.6	251	91.91
8d80c1d4c0158676b369922c6ce45a4b,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Eucalanidae,98.02	253	73.26
9a91fde5ef1ebf41214386acb6f11444,Eukaryota	Alveolata	Dinophyceae,94.84	252	89.52
9cf70395dc2753d13e28f92aef36de61,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea,97.96	245	90.61
a3f6cfbe7b6f21eab1628120bd3635bc,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,98.54	232	91.47
a6b6e9e6d59a82903181d2af5192ccb0,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Peracarida	Mysidacea	Mysida	Mysidae	Mysinae,99.6	252	92.44
a72c64f359c39b4f1525d38230f54075,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,95.43	187	89.49
ae50393ad36e2362973c6170b163ed06,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,99.2	251	91.27
ba2b4d840d41d6a7806b82e0717666b9,Eukaryota,94.42	251	90.81
ba4e1b39237db3a3cf4144bcc3557c7b,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae	Physonectae,98.84	231	73.31
c2e542a53158c55a28b15bb526ed464e,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,99.06	152	90.85
