"OTU" "Feature_name" "179_108_Diphyes_384_193_S1_L001" "179_109_Apolemia_372_205_S2_L001" "179_110_Vogtia_360_217_S3_L001" "179_111_Forskalia_348_229_S4_L001" "179_112_Forskalia_336_241_S5_L001" "179_113_Chuniphyes_324_253_S6_L001" "179_114_Nanomia_312_265_S7_L001" "179_115_Nanomia_300_277_S8_L001" "179_116_Nanomia_383_194_S9_L001" "179_117_Sphaeronectes_371_206_S10_L001" "179_118_Muggiaea_359_218_S11_L001" "179_119_Muggiaea_347_230_S12_L001" "179_120_Muggiaea_335_242_S13_L001" "179_121_Muggiaea_323_254_S14_L001" "179_122_Nanomia_311_266_S15_L001" "179_123_Diphyes_299_278_S16_L001" "179_124_Nanomia_382_195_S17_L001" "179_125_Nanomia_370_207_S18_L001" "179_126_Nanomia_358_219_S19_L001" "179_127_Sphaeronectes_346_231_S20_L001" "179_128_Sphaeronectes_334_243_S21_L001" "179_129_Sphaeronectes_322_255_S22_L001" "179_130_Sphaeronectes_310_267_S23_L001" "179_131_Sphaeronectes_298_279_S24_L001" "179_132_Sphaeronectes_381_196_S25_L001" "179_133_Nanomia_369_208_S26_L001" "179_134_Sphaeronectes_357_220_S27_L001" "179_135_Sphaeronectes_345_232_S28_L001" "179_136_Sphaeronectes_333_244_S29_L001" "179_137_Diphyes_321_256_S30_L001" "179_138_Diphyes_309_268_S31_L001" "179_139_Nanomia_297_280_S32_L001" "179_140_Nanomia_380_197_S33_L001" "179_141_Nanomia_368_209_S34_L001" "179_142_Muggiaea_356_221_S35_L001" "179_143_Nanomia_344_233_S36_L001" "179_159_Physalia_332_245_S37_L001" "179_160_Physalia_320_257_S38_L001" "179_162_Physalia_308_269_S39_L001" "179_165_Physalia_296_281_S40_L001" "179_166_Physalia_379_198_S41_L001" "179_167_Physalia_367_210_S42_L001" "179_169_Physalia_355_222_S43_L001" "179_170_Physalia_343_234_S44_L001" "179_171_Physalia_331_246_S45_L001"
"Eukaryota_Alveolata_Ciliophora__99.37_159_87.08_______NA_NA_NA_NA" "b9c94c37383d40bd565f879a2542374f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "64" "95" "83"
"Eukaryota_Alveolata_Ciliophora__99.37_159_87.08_______NA_NA_NA_NA" "5157c75cef2224a92f2467ba532be0c0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "62" "76" "65"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_Caridea_Alpheoidea_Alpheidae_NA_ 99.44_178_90.67" "119c704a52adbb4da892b555de54e5d2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "201" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_Caridea_Alpheoidea_Alpheidae_NA_ 99.44_178_90.67" "476af2fb2553f1a887a5545932a5e5e2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "167" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_Brachyura_Eubrachyura_Majoidea_NA_100.00_176_91.90" "75ec32bac758d2377f434dc92a7fd307" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "146" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda_Calanoida_Metridinidae__100_164_91.76_NA_NA_NA_NA" "cdadbbe4afa01e7e492fbb77ac89fe72" "0" "0" "0" "0" "0" "0" "0" "0" "0" "141" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Rhizaria_Cercozoa__97.02_168_71.85_______NA_NA_NA_NA" "a2d8252d016ea484bdf143d4c72cad90" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "54" "59"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Peritrichia_Vorticellidae_Carchesium_Carchesium polypinum__100_151_73.18_NA_NA_NA_NA" "f34098c56d3a185287bba371043b1dfa" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "118" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda_Calanoida_Metridinidae__100_164_91.76_NA_NA_NA_NA" "9e0ca45ee71fe0109636c796c11a69a2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "103" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Rhizaria_Cercozoa__100_169_91.83_______NA_NA_NA_NA" "9af3311c2e8b173e54a0d011f6b25d20" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "49" "52"
"Eukaryota__91.93_161_86.75_________NA_NA_NA_NA" "340794f4b75fcab9844d51a126e4c37a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "57" "0" "40"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Peritrichia_Vorticellidae_Carchesium_Carchesium polypinum__100_151_73.18_NA_NA_NA_NA" "ce139c0c403dcb786461b38223ccec1f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "95" "0"
"Eukaryota__99.4_167_91.50_________NA_NA_NA_NA" "676907062db621ffb5640600157d438e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "68" "0"
"Eukaryota__96.23_159_88.95_________NA_NA_NA_NA" "991f40ebbd2b518cc44735ab22118dfe" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "34" "26"
"Eukaryota__96.23_159_88.95_________NA_NA_NA_NA" "c6459ed2e0be31b1e197f0920d9f2450" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "27" "29"
"Eukaryota_Rhizaria_Cercozoa__97.02_168_71.85_______NA_NA_NA_NA" "e759b947020c5d3950f75f41f0fd7781" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "53"
"Eukaryota__91.93_161_86.75_________NA_NA_NA_NA" "dd80f2d8284c8c28dc48c15dd0093205" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "36" "0" "13"
"Eukaryota__97.56_164_89.88_________NA_NA_NA_NA" "a5bb9eb40c1d5f9f683bd413ccceecf1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "48" "0"
"Eukaryota__99.4_167_91.50_________NA_NA_NA_NA" "921d2ec38fd81004531c04e58db7bcc8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "48" "0"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Peritrichia_Vorticellidae_Vorticella__98.68_151_90.56__NA_NA_NA_NA" "2f80938fc18e7677d4220e2dc75440b4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "48" "0" "0"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Peritrichia_Vorticellidae_Vorticella__98.68_151_90.56__NA_NA_NA_NA" "6c28f4e77bdc469913d0d3236af420a8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "47" "0" "0"
"Eukaryota__99.38_161_90.78_________NA_NA_NA_NA" "afe391ecaa37c7907ecd9f8c7bcaecf5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43" "0"
"Eukaryota_environmental samples_uncultured eukaryote__99.4_168_73.21_______NA_NA_NA_NA" "1cee9a0ddd49e45e6398a3433bac54f9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14" "28"
"Eukaryota__99.38_162_91.44_________NA_NA_NA_NA" "ca3f7a50394363a69384c6d93069ac79" "0" "0" "39" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi_Chytridiomycota_environmental samples_uncultured Chytridiomycota__100_164_91.34_____NA_NA_NA_NA" "5ce6a8300d541b6edcf4a92bbc710b29" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "38" "0"
"Eukaryota_Alveolata_Dinophyceae__100_162_73.28_______NA_NA_NA_NA" "9ec59a06a323aaa7f1fd9b6aad596ac6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "35" "0" "0"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Phyllopharyngea_Cyrtophoria_Dysteriida_Dysteriidae__93.87_163_87.32__NA_NA_NA_NA" "4f5693df62f1a0ff53b650a5ea7bde63" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "35" "0"
"Eukaryota_environmental samples_uncultured eukaryote__99.4_168_73.21_______NA_NA_NA_NA" "5909efe9927b0e34a73bc38c4a9868c2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "22"
"Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei__98.71_155_90.47_NA_NA_NA_NA" "aa881919584650559ae717adeb74e47b" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "33" "0"
"Eukaryota_Fungi_Chytridiomycota__98.78_164_90.50_______NA_NA_NA_NA" "c2136d1753e7b7e84e1c4f820a6825da" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "32" "0"
"Eukaryota__97.56_164_89.88_________NA_NA_NA_NA" "9b058f8cf0c39e4b43753d5abd5ad2db" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "32" "0"
"Eukaryota_Fungi_Chytridiomycota__96.95_164_89.95_______NA_NA_NA_NA" "6bbd7688700f9cc1f6ed7d065496dc4e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "29" "0" "0"
"Eukaryota__99.38_161_90.78_________NA_NA_NA_NA" "1107f2005760c824ba3685e6c103430f" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "29" "0"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Scuticociliatia_Philasterida_Philasteridae__97.55_163_72.18__NA_NA_NA_NA" "6430fa62dc24231c8c986472230ae421" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "18"
"Eukaryota_Fungi_Chytridiomycota__96.95_164_89.95_______NA_NA_NA_NA" "e21d5e0a8f13c4b83f1c628429789436" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "26" "0" "0"
"Eukaryota_Cryptophyta_Cryptomonadales_Cryptomonadaceae_Cryptomonas__100_165_73.00_____NA_NA_NA_NA" "b54d0371649173c0f77763c641008dba" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "26"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_Caridea_Palaemonoidea_Palaemonidae_NA_ 99.44_178_73.31" "6d3335381ab172cded288c12e70faf8a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "26" "0"
"Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae__100_163_73.42___NA_NA_NA_NA" "66683a7ef79c4c516d4c2b25ab0d6484" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24"
"Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea_Azygiida_Hemiuroidea_Hemiuridae_Merlucciotrema_Merlucciotrema praeclarum__94.1_161_88.47_NA_NA_NA" "3df8945d7f3f35b7f5462f0633154b94" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23" "0"
"Eukaryota_environmental samples_uncultured eukaryote__85.19_162_82.29_______NA_NA_NA_NA" "af240d887ae9403e0fac001c720e44d6" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__98.78_164_91.15_________NA_NA_NA_NA" "83c5676ca29c93027c62c76a0368637c" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0"
"Eukaryota_Stramenopiles_Synurophyceae_Synurales_Mallomonadaceae_Synura__98.8_166_90.73____NA_NA_NA_NA" "7ba65a9d4ea31c542a1d4b98eafcd633" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0"
"Eukaryota__90.74_162_85.47_________NA_NA_NA_NA" "61b8bb476bc1e9e2fca447d53d1c944b" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi_Chytridiomycota__98.78_164_90.50_______NA_NA_NA_NA" "91fa9f316fe78c8cc602556158fb14ca" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "20" "0"
"Eukaryota__100_167_91.59_________NA_NA_NA_NA" "ca631db1c5bfc42eeed375a9e2750fc3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18"
