008a56abd99f641694588cbf434fc5aa,Eukaryota,91.08	157	85.76
06707cb99239a246300e3034bf340c47,Eukaryota	Metazoa	Platyhelminthes	Trematoda	Digenea	Azygiida,98.64	147	72.44
07399b38d817c0e650e35f217c44a90e,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida	Parameciidae	Paramecium,100	144	89.62
0a98941b1053dab184ab65dc5b8f10d1,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,98.86	117	90.19
0cf4be0f397ade30c25846d46c9b0ca0,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peritrichia	Vorticellidae	Vorticella,98.09	157	72.43
0db086fdf5aae8c49ead0e0c4687a269,Eukaryota	Metazoa	Chordata	Craniata	Vertebrata	Euteleostomi,100	164	91.78
0fc9d9a9e779adbfbc0711265b5b482a,Eukaryota,97.01	134	89.76
1308af908156fa883da6d44764b680ba,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,99.31	145	91.09
19f3228c57d949316b4f2fb55d406cfb,Eukaryota	Alveolata,93.25	163	87.81
1adb5fdb923d3b34c59248bdee593f8b,Eukaryota	Alveolata,88.81	143	84.76
2129220734bcf172a240f93226b2a087,Eukaryota	Alveolata	Ciliophora	Intramacronucleata,88.75	160	86.16
24163569d211e9b69f035a2faf3a75fe,Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes,98.61	144	90.57
2ab5f80926d619a42bf1c656194e6c43,Eukaryota,88.11	143	83.78
2cb60f255abdf62514ec0afcb5289e38,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,93.84	146	87.94
2e8e83528278ddb901647f7e1592f320,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,100	149	91.49
32e3e833939ce2fc6e2228e63b5f7b90,Eukaryota	Metazoa	Cnidaria	Myxozoa	Myxosporea,92.02	163	86.71
33d6d73f0b744fc1ca933ff14353298a,Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes,99.34	151	73.05
3559b2923abd00c0622f00aa5b59ac32,Eukaryota	Metazoa	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei,99.32	146	91.25
41f12c7d42aebdf2d4a604f6e5c09f56,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Dendrobranchiata	Sergestoidea,99.31	144	91.23
42b949f3e0dba4005e00a1ea7ff14e3c,Eukaryota	Rhizaria	Cercozoa,98.61	144	90.84
435e6dd0f83b79fd5834e5fe8a269bd8,Eukaryota	Metazoa,94.55	55	87.68
4a06a6d81bc41f484c1bee1b2ad6a8a8,Eukaryota	Rhizaria	Cercozoa,98.68	151	90.47
4be7aa7ece41a0d1f6e063f59bb3f632,Eukaryota	Choanoflagellida,93.97	116	70.40
4eafe0df348fe22a8d9979f2c20ddb6b,Eukaryota	Metazoa,91.43	70	86.06
4f44b2e6a460c9d3d0ae45487ddb3364,Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales,99.38	161	72.69
506676a77fe573ac240be4cd53c93121,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca,95.83	144	89.18
5326b9030c5a373f6bc19c51f818a1da,Eukaryota	Viridiplantae	Streptophyta	Embryophyta	Brassicales	Cucumis sativus ,97.59	83	89.72
53a6a452d34cbbd02a688c3e15959ad5,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,98.79	165	72.80
56b2c53d88f013aca2929b05581b93ab,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Scuticociliatia	Philasterida,98.18	165	90.44
56b5933190ae2ececb7a50b1d584b8fc,Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes,95.83	144	89.10
5902d62ac332936738847f35ae7087c2,Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina,100	145	73.27
646a64216e6af24a0bba3b34fa113110,Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae,98.84	86	90.39
6474cb111456864f0d3bc72bc4e7c5a4,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,99.09	110	72.42
6b16d230b45ee947bbb5b090b0db5c7f,Eukaryota	Fungi,95.83	144	88.46
6e8f7939e4a1bff186aa4425113c07db,Eukaryota	Rhizaria	Cercozoa,98.62	145	90.61
732b167e70de8e05ecd9ac79ab0b3fb3,Eukaryota	Alveolata,93.25	163	87.81
74dbd9701788100c8556211275ab1095,Eukaryota	Alveolata	Apicomplexa,93.71	143	86.93
75ab0e983d6b5c7a6a6e7bd5e7f3dcd8,Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes,97.24	145	72.04
77001f93da2816b0cba17a77fcc176dd,Eukaryota	Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	unclassified Chromulinaceae,100	141	91.54
7a7faa4a70abbda54bae1da7bbcd3879,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia,97.5	160	88.67
7b4837f57b86450e49ed301804379b6c,Eukaryota	Metazoa	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei,100	146	91.11
7e99400810ce5321d11230d7fe22b4a1,Eukaryota	Fungi,93.71	143	86.67
7ebd1c9a6ccf67768a09829a94f1a217,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea	Alpheoidea	Alpheidae,100	146	71.72
80516cbe01cae67f3c22d6679f2554cd,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Metridinidae	Pleuromamma,100	148	73.22
8279677ea9aae27be0bfdbaa8de73be9,Eukaryota	Stramenopiles	Oomycetes,100	145	91.58
85bd310cb80ca6ff623d3c4840a643fb,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Metridinidae	Pleuromamma,100	148	73.22
8b667c194a54a00e4deeb5e9b2461da4,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,98.62	145	72.56
8ca8766c8ea785a830a240f51931bf1f,Eukaryota	Fungi,100	166	91.79
91d86a385cf9c272da49fab9a222a95e,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea	Alpheoidea	Alpheidae,100	146	72.20
91ea8bc8ee95510838252db010cfd36d,Eukaryota	Stramenopiles,100	142	90.98
92a3e906e91997796d35e295ac468652,Eukaryota	Fungi,95.83	144	88.27
95b0788e34e2cf16cff9684192dce7e5,Eukaryota	Metazoa	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei,100	146	91.11
9ce9b59b221cabcb96ea67e60be952a6,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida	Parameciidae	Paramecium,99.31	144	89.68
9e4d5ca9b04387feafb285f4719cea3b,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Achelata	Palinuroidea,100	146	91.59
a56f295b660459828ec670d05c7aabf3,Eukaryota	Rhizaria	Cercozoa,98.57	140	89.63
a6ff71b0630bd857bf62b9090d230a3f,Eukaryota	Metazoa	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei,99.32	146	91.25
a7787c3bb097d6d32210b15a15b99f16,Eukaryota,100	34	85.72
a985c215a5b8cc3357c3fb350668729c,Eukaryota,95.73	164	89.25
aa3b89dfa2e900e8b37f20605b1eb273,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,100	149	91.49
ab55d64ca5b1b529deda6c9eeb8d61e4,Eukaryota,99.31	145	89.58
ab92e745fb9e35173881d69cf16e997b,Eukaryota	Fungi	Dikarya	Ascomycota,100	165	73.24
ac951f83beb2d28782a5ae638c1b5718,Eukaryota	Viridiplantae,95.58	113	71.03
ae4f41416aba3c9e421c23835306747c,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Scuticociliatia	Philasterida,98.18	165	90.44
af23049154c3249d3d354458e2c3b239,Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales,100	144	91.57
b000b1aa95ba11109e2652969cde844b,Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes,99.31	145	72.92
b1e87f9f9e39b1a5a908f49c4f53fe05,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea,100	166	90.96
b6f657f69dd840b370462c5f141fd842,Eukaryota	Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	unclassified Chromulinaceae,100	141	91.54
b9db31c587f048da03e6ff8c70d8846d,Eukaryota,93.21	162	87.26
bd512cee30f19cf6ebb3ae571d9cbdde,Eukaryota,93.06	72	86.97
be25c3391d83d3e481303f93e79930f5,Eukaryota	Alveolata	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella,98.6	143	71.57
bfc9ffe54d3485b07eae271056161a67,Eukaryota	Stramenopiles,100	142	91.07
c0c7b96e0a270ae9ede12c3778935d5f,Eukaryota	Alveolata	Ciliophora	Intramacronucleata,88.75	160	86.16
c1808fca8c7a253182849c0624141f78,Eukaryota,92.47	146	87.16
c4f2170f770d4480a8a353062fb2da3a,Eukaryota	Alveolata	Dinophyceae,99.39	163	90.94
c66d73add594b2b3242cc320aa1b4e1f,Eukaryota,93.71	143	87.72
c8a4d6a57a85f337ec647aab3d0cf7a7,Eukaryota	Metazoa,94.67	75	88.05
cd7f60048173250ef4c6143fa5981e0b,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea,100	146	90.51
cd8076124353f928408fc1cba712ac90,Eukaryota,100	165	89.45
d1364d79cfcc808e6ccbcfcf1e1b1e12,Eukaryota	Rhizaria	Cercozoa,100	145	91.58
d3183365203614d14c609b1804caa401,Eukaryota,93.71	143	87.72
d9b68ea8401ba113e2b4c3794dbf54a0,Eukaryota	Alveolata	Ciliophora	Intramacronucleata,95.83	144	71.06
dcb39f6e035c2b9557574bb8c77933ce,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,98.79	165	72.80
dd27ee3af72a80d483af3825703ed109,Eukaryota	Fungi,99.23	130	91.04
dd8a7efdf4b1cbbff3bf7af06beb70c0,Eukaryota	Fungi,95.06	162	88.56
df79e5e2d972dde1762f89b88ff6e9e9,Eukaryota,95.12	164	88.71
df853d6bc3a0e8fd1e00bd3f8a28ff1f,Eukaryota	Fungi	Dikarya	Ascomycota,100	145	73.06
e2659ee7b75e32d65069efd0126d4669,Eukaryota	Alveolata	Dinophyceae,98.6	143	90.85
e2ddd0aa16122e83df43b9874ab23866,Eukaryota	Viridiplantae	Chlorophyta	prasinophytes,95.83	144	71.23
e49fd19934277b3b1a1356dfe269da1d,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,98.79	165	72.80
eb0422e6b3cbe4eb9aa54c65e4eb1bd7,Eukaryota	Metazoa,100	166	90.97
eb4fff2a94fccf272c033373fbea797c,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida	Parameciidae	Paramecium,99.31	144	89.68
eed8a68e3a16612d9cf941b1fa1d5cb6,Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales,100	144	91.57
f2dac6696fbe736a372602eebbd5465f,Eukaryota	Rhizaria	Cercozoa,100	151	91.65
f3d80b7a256ea864669ba5aca2266ad2,Eukaryota	Stramenopiles	Bacillariophyta	Bacillariophyceae	Bacillariophycidae	Naviculales,100	158	90.75
f4e06c63b7716792223bee375f38587b,Eukaryota	Alveolata	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella,99.3	143	71.95
f6c2075c385c0356ecb39cc355268407,Eukaryota	Stramenopiles,96.89	161	88.71
f74b9b9d1d123bc4c351aaceb4914e23,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata,100	146	91.32
f8ca6eec498a68f0b79eba6f7fd8d343,Eukaryota	Cryptophyta	Cryptomonadales	Cryptomonadaceae	Cryptomonas,99.32	148	90.85
fc7a1644c8e5f0362c8725f6b263dc25,Eukaryota	Rhizaria	Cercozoa,98.15	162	90.80
47db2785eb96c74350ab4ba8718e8deb,Eukaryota	Unknown Eukaryote	N/A	 N/A	N/A
6b498c2a4ee1529743c8c94c178766f7,Eukaryota	Unknown Eukaryote	N/A	 N/A	N/A
48286b8df8db8895d0de96ac410a0306,Eukaryota	Unknown Eukaryote	N/A	 N/A	N/A
