0060c9af70be2f4f8e08ce6dcf9e891e,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida,98.1	211	90.70
03b30b78814ca43999cab770d621cfb0,Eukaryota	Stramenopiles,100	192	91.74
04a123d6bb5910700df916b94b5a0f57,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Dendrobranchiata	Sergestoidea,99.53	214	92.04
059a29b6af545ee8a44fffa638cb49b5,Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales,100	195	92.10
0bfad0cbb9323b10755f665860bce882,Eukaryota	Metazoa	Chordata	Craniata,100	194	92.09
0c63d69257e380381a6c8a1be50ba27d,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina,98.45	193	90.80
0ef950a6c7d81cf83b6275bc883890a4,Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae,100	28	90.31
15018cb3d6372898e3fe803f83aefc85,Eukaryota	Stramenopiles	Bicosoecida	Cafeteriaceae,100	197	73.59
1a9b2319915dfaea3907d4e3f34388a9,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Leptothecata,96.94	125	71.83
2166a11b34321de16bb320d92dfdb6a0,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,99.53	214	91.99
34b717e02c0b52a5fc00c8a1074492a2,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca,89.21	160	88.15
3b50fc64bb902861b82b0a84b83f5b0e,Eukaryota	Alveolata	Ciliophora	Intramacronucleata,92.23	193	85.71
3f1da4a10984e07bee29ae79e7f62039,Eukaryota	Metazoa	Chordata	Craniata,100	195	92.10
43d35468a5c0b528e6dc810ff208cdd8,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Apostomatida	Foettingeriidae,98.46	195	72.80
4e864c319719f2f94b13105de583d43e,Eukaryota	Stramenopiles	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas,96.89	193	71.95
4fe264e83645edfd29fe4f4cbabeede9,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Pleurostomatida	Litonotidae	Loxophyllum,97.12	208	72.41
506c726359c1809cdb67ca7cb0fff843,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Dendrobranchiata	Sergestoidea,100	192	92.07
522fbcb999184080a7df7320afefc1b6,Eukaryota	Alveolata,87.37	198	84.85
57d21566ac9d516d185a84cdc1ed486d,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,92.5	80	86.81
6a4499f709891ec1a8d0f5717f521432,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca,84.9	192	82.23
73c09fb08f0246801b32e612ac62fade,Eukaryota	Alveolata	Dinophyceae	Suessiales,100	194	91.92
744ca76cf329950948508c1e5aaf2952,Eukaryota	Stramenopiles	Bacillariophyta,90.23	215	86.09
77baf0158d480ae24d20791149538f16,Eukaryota,93.88	49	87.01
793f3b9e3a5ecf2de977d699e48a4a57,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,99.53	214	91.99
7be6500a22ca1e6aaf9882b7bfe45dcd,Eukaryota	Metazoa,94.34	53	87.60
872568aa2439090c7afa123287fa64ab,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,91.77	147	86.99
b8646bdcdee6da8973536a86f8b5c8ec,Eukaryota	Metazoa,94.34	53	87.60
c03d531fdfb4a5673501d31fd3ab2a83,Eukaryota	Metazoa	Ecdysozoa	Arthropoda,96.23	53	70.76
c0ed873e91254066007722b13030db7c,Eukaryota	Metazoa	Cnidaria	Myxozoa	Myxosporea	Bivalvulida	Variisporina	Parvicapsulidae,94.44	54	70.16
c5956a4825552f7107181251735c29cc,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca,99.48	193	91.35
c8a80aac1f05b6c8168e719fb08e73b0,Eukaryota	Stramenopiles	Chrysophyceae,100	193	91.27
cdf9fee210c1acfaa4d60ee3c47800e2,Eukaryota	Metazoa	Ecdysozoa	Arthropoda,96.23	53	70.76
d12c79884f544502120bf8d959ed73ea,Eukaryota	Stramenopiles,100	191	91.72
d1f823d406cee464820b009efd2cfb5f,Eukaryota	Metazoa	Chordata	Tunicata	Thaliacea	Salpida	Salpidae,100	194	90.92
d29ca487f066f8c7022767446f5aec09,Eukaryota	Alveolata	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella,96.92	195	71.04
d416cb1ae87a3580180f9b8e75d56d84,Eukaryota	Metazoa	Ecdysozoa	Nematoda	Chromadorea	Tylenchida	Tylenchina	Tylenchoidea	Hoplolaimidae	Rotylenchulinae	Rotylenchus,100	31	90.35
d6277778b518efa7236dfeb51deb5cbd,Eukaryota	Alveolata	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella,95.35	215	70.92
dc94480178897c5412b16cd9a07e1dbe,Eukaryota	Metazoa,94.34	53	87.60
dd845e2bd707861c84f00da5e8028ec2,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca,100	191	91.50
e02b1b38896c65f9b4da9585dc1a17e4,Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira,100	215	91.75
f29c63e18baadfd498a44bade32386fe,Eukaryota,100	32	90.35
f5e9ca9af006b6264004cf96199ac6e7,Eukaryota	Alveolata	Ciliophora	Intramacronucleata,92.86	210	86.42
fa4d4a0488489e9b196eb274bec040c3,Eukaryota	Alveolata	Apicomplexa	Conoidasida	Gregarinasina	Eugregarinorida,93.27	208	87.18
