03ba31eae8ffb462587749122ac396e8,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea,100	153	90.71
06b2e05271a2e35933e9518a9ecaf18d,Eukaryota	Metazoa	Cnidaria	Myxozoa	Myxosporea	Bivalvulida,98.69	153	90.43
0746bf9618f30e03c5732066603e55c5,Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae,100	153	91.67
088a90d76922e243d35528d57210f37b,Eukaryota,94.78	115	88.21
0acf1b470ef182b13c2580206b28b287,Eukaryota,92.16	153	86.14
143f2f6c10a8788468f9dda74b072f90,Eukaryota	Rhizaria	Cercozoa,100	152	91.66
14bd6b7ff2dc92b6478bfdc1522348a3,Eukaryota,100	153	91.67
16e43ed9603d55d52d918cc5e3e83e3c,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Hexapoda	Insecta	Pterygota	Neoptera	Paraneoptera	Hemiptera	Euhemiptera	Heteroptera	Panheteroptera	Cimicomorpha	Anthocoridae	Anthocorinae	Anthocoris,86.36	132	83.01
20e14ca4c5319f5f6c031ac9edb5d949,Eukaryota,92.16	153	86.93
285cbcb7d6193244b7a3e1511d056278,Eukaryota	Metazoa	Chordata	Craniata	Vertebrata	Euteleostomi,100	153	73.33
2bc5278c4285731e7a7f4b8ae2082a91,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea	Cyrtophoria	Dysteriida,98.69	153	89.69
442d22a22c48c9492fa5ef80d87fad56,Eukaryota,93.65	126	85.20
461bbefe26bb2b0d7aa6d54de2fcccfd,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	199	92.14
4bf56081b5e2e02ab4d844f9ed3822e7,Eukaryota,93.65	126	85.20
4e364e2ffe5828dba68ab87c1234474b,Eukaryota,96.73	153	89.93
5024126904a23919c2d5a1b56acb3e99,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	129	91.42
5976e865394eddf0125e81cd26b34c61,Eukaryota	Cryptophyta	Pyrenomonadales,84.62	156	81.81
649138e07ac8d13211a938a851ca7f1d,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	154	91.68
67802b9c621fde3b4eba0bed6c3d50f0,Eukaryota	Metazoa,91.5	153	86.19
6d3418aacea8b5c09800155de7d387a9,Eukaryota	Metazoa	Lophotrochozoa	Mollusca	Bivalvia,100	43	90.48
6e3663069f6093af44114840819c30ec,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda,100	133	91.46
72bd71668daec784d62d5722a5298f86,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea	Suctoria	Exogenida	Ephelotidae	Ephelota,94.77	153	70.73
74a90a2276fa51bafd73d843a81debec,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda,100	153	91.67
7f1fbad7269300548b5b8ca2f8c6cd01,Eukaryota	Stramenopiles,100	153	73.33
87cc6ef09af1a58ad56184a8e31b183c,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea,100	153	90.71
885a8caca80c23d269cf46e775aece43,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	235	92.43
88f5faaf9c8163d13e8527b65a7d9ff0,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	153	91.67
8cc69b0cdd0925162332f5c2cf286c33,Eukaryota	Rhizaria	Cercozoa	Plasmodiophorida	Plasmodiophoridae,100	132	91.22
8e40298c9007f07e6a5195d0527fa98e,Eukaryota,92.16	153	86.14
8f7015d75a9c275dc84b648a383413de,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina,98.69	153	73.10
91f650bc2538c745e29976550e49476e,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	153	91.67
93e91e2683e0fa4e1670cff2a8d96a7e,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,96.41	88	89.00
9aba0e5c60f92208186d27f3b664b005,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina,98.69	153	73.10
ad311674a690bb304c574881946614d2,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	314	93.13
b14bc9f5feb4d923c3bb7671a88e979e,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	153	91.67
b6fc3f719a658c503abc4e54c594a41e,Eukaryota	Metazoa,91.5	153	86.19
b7f540728dd7eee8cc851b987ede234e,Eukaryota	Metazoa	Chordata	Craniata	Vertebrata	Euteleostomi,100	153	73.33
c83ae69609aced355b30febe9dedca29,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea	Cyrtophoria	Dysteriida,98.69	153	89.69
c96dff4663a898cad22cece85238f8aa,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea,99.35	153	89.83
cdf598246a6cf322bd808e13bbbf8390,Eukaryota	Rhizaria	Cercozoa,96.18	131	89.42
d04117d784e5668fc89d3d0cb76477d7,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	154	91.68
d1fb90e6f9837bdb2e1a43fd8cae77dc,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea	Suctoria	Exogenida	Ephelotidae	Ephelota,94.77	153	70.73
d27b35876528f3086b50e268d066e7aa,Eukaryota	Stramenopiles,100	153	73.33
db911f647a85b9ec23c30d20c660d656,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	153	91.67
df4481f4994a69dee8792db11e203dd9,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida,100	153	91.67
e0ca7c7823a4bb0bfa7e57f250a0904f,Eukaryota	Metazoa	Ecdysozoa	Arthropoda,99.25	133	72.87
e7e0b66a445466d9a27918c6b930c160,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	153	91.67
f2db7c82c3070fb74f1145af942ab1eb,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,95.24	108	71.11
f322f429a178f634c980dd9c535fa4c0,Eukaryota	Cryptophyta	Pyrenomonadales,83.46	127	80.73
f886cec8f69b4e26088282f5bddbd78a,Eukaryota,88.24	153	84.14
ffa1d55e20d0996a8d435c2a9c6f127e,Eukaryota	Metazoa	Lophotrochozoa	Mollusca	Bivalvia,94.56	89	88.12
