0931df171cb5182351c764a1d48d9d80,Eukaryota	Stramenopiles,92.26	168	70.60
095f0f29fd6ebb513315db6986bfc35b,Eukaryota	Alveolata,90.12	162	85.48
0a2c4f314f8ef4259e54433ed3797d0b,Eukaryota	Fungi	Dikarya	Ascomycota	Taphrinomycotina,91.79	139	87.11
140b2722157b13f36694df86faf5597b,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	134	91.36
20d16492cb55569fcf065a2677a73021,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida,100	184	70.95
24abe3ee94e072715c15e7f613bc1e58,Eukaryota	Rhizaria	Cercozoa,100	168	88.15
24cd6d31e59f9c61f628f2c6c74e8038,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae	Physonectae,99.38	162	73.09
268d77a6dafdfbf44a3a3ab4f3d49813,Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia,100	164	91.14
287c752157a60714b79644b0d342c2c5,Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera,99.39	165	72.92
2b69a4b2e647c9ede6671ddfbb3eefd4,Eukaryota	Alveolata,93.21	162	86.56
32ce7ee1c2367640729acf129c289531,Eukaryota	Rhizaria	Cercozoa,100	168	88.15
3c5961fd41fecb51b179ee7ff71861ba,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	195	91.93
3f74c505e1ca3ae6765bfaca1d798208,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	88	90.75
411cde8be91e4c5698fea7a344a0c0ec,Eukaryota	Stramenopiles	Bicosoecida	Cafeteriaceae,99.39	164	72.30
47ab60872e6386722929d9470144f103,Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia,100	164	91.14
4c68d6a90252c210ee00a4a40a8205bf,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	162	91.63
4d5de5b216cbcee3c17d5aa677ef8903,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Apostomatida	Foettingeriidae,98	150	72.19
5248a408aaeba4c21a1dc6f36208ae53,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	88	90.75
56e184e79ce4b09b67250c39fc0bc7fb,Eukaryota,94.44	54	85.51
62a5a4d5a516a67da05ad092ba57db3d,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca,99.46	184	89.55
62b00c7b34758af6e9515dcdef68d0de,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae	Physonectae,97.53	162	72.30
66683a7ef79c4c516d4c2b25ab0d6484,Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes,100	163	91.77
67e443802a8db1da9c68671d053ed069,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	88	90.75
6ac6214d476d565eb6980d803a05fe81,Eukaryota	Stramenopiles	Chrysophyceae,98.8	166	71.94
7ed64036469c34e729185ad267fa6627,Eukaryota	Alveolata	Dinophyceae	Gymnodiniales	Kareniaceae,100	167	70.97
7ef6c49faf19e584cfcffd8cb1d9c8a9,Eukaryota	Alveolata,95.81	167	86.24
7f082e68391f98b12e386eea23058c0e,Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Mychonastes,91.19	159	86.60
82737c17a172793f3a722aa4314b7f07,Eukaryota	Fungi,89.16	166	84.35
8548f3149a5d0dced556dbc46ef46f28,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Paracalanidae	Paracalanus	Paracalanus parvus,98.17	164	90.83
8716f7ef5bf7a6f4074037627d9526dd,Eukaryota	Rhizaria	Cercozoa,100	169	91.40
8a2d3838e81d83fffb92de875faea885,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida,100	164	90.75
94fbb4e1c2d5db99610aa111695ac7ce,Eukaryota	Alveolata	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella,97.5	160	71.78
9729da4b9dc1e029c23eada5fcee8252,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Apostomatida	Foettingeriidae,98	150	72.19
9a825e0ad96bf47124e7fa886afd3092,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,94.44	162	88.46
9b61f0069b8eda7c4b5b1df8e174c231,Eukaryota	Fungi	Dikarya	Ascomycota	Taphrinomycotina,91.79	139	87.11
9f741f9ab8c5c9ba78c0b37831808f89,Eukaryota,91.43	175	86.36
9fbcfd53b5a74be64e2040dfa9bae4fa,Eukaryota	Metazoa	Cnidaria,97.39	120	89.65
b1f838dba29e9bdc38b5588d5b22633c,Eukaryota	Stramenopiles,95.84	126	88.07
b26823b07783d20b43f2dbb38520aed6,Eukaryota	Stramenopiles,96.99	166	89.01
b3567393166ae3c1ba89fe4d119ac201,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	162	91.63
b602dee2e607c02b5842a764ff0f2aed,Eukaryota	Alveolata,93.21	162	86.56
b9cd1cc95b49e22ef539779b5bbefdb0,Eukaryota	Stramenopiles	Chrysophyceae,99.4	166	72.00
bf447333b5050225cd5ac30a2204b41b,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,97.5	117	90.01
c277060de7a706a220b84f52dd8241ff,Eukaryota	Stramenopiles	Chrysophyceae,97.59	166	90.40
c732328f0be40069816bded618402ab7,Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Mychonastes,91.19	159	86.60
c81e473d2628974b8f9879383b14fa6a,Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae,99.4	168	73.21
cccfcaf9dc2f583234a1ff1ca47188bd,Eukaryota	Metazoa	Ctenophora,99.38	162	90.31
d6c37c0812fb6f47eab3ba7d588c0b02,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida,100	184	70.95
e183dd5e883edd012e3beb2ccf62ab33,Eukaryota	Alveolata,90.12	162	85.48
e64a777956304d5de0147e5cb3b74ea1,Eukaryota	Metazoa	Ctenophora,99.38	162	90.31
eb747bf5076229a6daa929591e9cd04f,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	88	90.75
eeb274d2babaf128eaea51c0cfc9317c,Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes,96.95	164	88.88
f5a16a94fdc9d18d2d4b44feee7e893a,Eukaryota	Alveolata	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella,97.5	160	71.78
f5fa93416a58c525d47e9ea57742cba5,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,97.53	162	90.32
ff1480058c38f3414b39f088c7935475,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Paracalanidae	Paracalanus	Paracalanus parvus,98.17	164	90.83
ffe76d84361f1f0adf1bd34486a6fed6,Eukaryota	Viridiplantae	Streptophyta	Embryophyta	Tracheophyta	Spermatophyta	Pinidae	Araucariales	Araucariaceae,100	166	73.44
